Reactor,Feed1,Feed2,Time,ProdParafPer,ProdEBPer,Admixture,BenzeneConv,Selectivity,t1,t2,t3,t4,t5,t6,PresDrop
1,7,168,5880,0.11,8.6,0.73,8.72,98.62,7.9,9.6,3.1,16.5,11.5,6.7,3.25
1,7.6,168,5904,0.11,12.27,1.33,13.23,92.74,7.3,10,3.7,19.7,13.2,7.6,3.27
1,7.6,168,5928,0.14,9.88,1.01,10.49,94.18,7,8.9,3,19.5,13.8,7.4,3.24
1,7.6,168,5952,0.15,11.39,1.28,12.39,91.93,7,9.2,2.7,19.5,13.4,7.1,3.22
1,7.6,168,5976,0.15,11.81,1.31,12.82,92.12,7.6,9,4,18,12,6,3.3
1,7.9,170,6000,0.1,12.3,1.29,13.19,93.25,7.2,9.4,3,17.8,12.9,6.5,3.29
1,7.9,170,6024,0.09,12.53,1.29,13.55,92.47,7.1,9.6,3.1,18.1,13,6.6,3.28
1,7.6,170,6048,0.09,12.09,1.28,12.92,93.58,6.8,9.6,2.9,19.1,13.2,6.7,3.3
1,7.6,170,6072,0.1,11.57,1.25,12.4,93.31,6.8,9.5,3.1,20.3,13.6,7.7,3.29
1,7.6,170,6096,0.13,10.23,1.04,10.96,93.34,6.9,9.2,2.9,18.1,13.3,6.9,3.27
1,7.6,170,6120,0.09,11.54,1.14,12.3,93.82,6.7,8,2.9,18.1,13.1,6.7,3.28
1,7.6,170,6144,0.08,11.94,1.27,12.87,92.77,7,8,3,18,13,6.8,3.3
1,7.6,170,6168,0.09,11.78,1.3,12.64,93.20,7,9,3,18,13,7,3.32
1,7.85,170,6192,0.09,12,1.3,12.89,93.10,6.7,7.9,3.3,17.9,13,6.6,3.27
1,7.87,170,6216,0.12,11.2,1.21,12.01,93.26,6.8,7.9,3.3,18.1,13.2,5.8,3.25
1,7.6,170,6240,0.12,11.26,1.27,11.96,94.15,6.6,7.6,3.1,18.3,13.4,6.3,3.26
1,7.6,170,6264,0.14,11.99,1.33,12.72,94.26,6.8,8.1,2.9,18.8,13.3,7.2,3.28
1,7.6,170,6288,0.16,12,1.35,13,92.31,6.6,7.8,2.6,18.4,13.2,7,3.22
1,7.6,170,6312,0.12,12.81,1.44,13.76,93.10,6.8,7.8,2.6,18.9,13.3,6.7,3.3
1,7.6,170,6336,0.12,11.98,1.29,12.97,92.37,6.4,7.5,2.5,18.1,13.5,7,3.31
1,7.6,170,6360,0.12,12.43,1.31,13.32,93.32,7,8,3.1,17.9,13.1,6.8,3.37
1,8.07,170,6384,0.11,10.9,1.07,11.68,93.32,7.1,8.7,3.8,19.1,13.3,7.3,3.4
1,8.14,170,6408,0.09,11.84,1.17,12.69,93.30,6.7,8.2,3.2,17.1,13.6,7.3,3.42
1,7.6,170,6432,0.07,11.36,1.09,12.06,94.20,6.8,8.1,3,17,14,7.3,3.41
1,7.6,170,6456,0.06,11.29,1.11,12.04,93.77,6.8,8.1,3.3,16.9,13.8,7.7,3.42
1,8.1,170,6480,0.08,11.38,1.08,13.03,87.34,6,8,2.6,18.9,15.1,8.1,3.44
1,8.1,170,6504,0.09,10.89,1.06,11.58,94.04,6,7.7,3.1,18.7,15.1,7.8,3.43
1,8.1,170,6528,0.06,14.14,1.54,15.36,92.06,6,8,2.9,19,15.2,8,3.44
1,8,170,6552,0.07,11.99,1.22,12.78,93.82,7.9,9.1,3.7,17.3,13.9,7.4,3.46
1,8,170,6576,0.05,14.56,1.74,15.73,92.56,8.2,9.3,3.7,18.4,14.8,7.8,3.44
1,6,165,6600,0.05,8.82,0.84,9.13,96.60,5,7,1,13,11,7,3.26
1,7,165,6624,0.06,9.63,0.76,9.82,98.07,6.5,9,2.3,16.7,14.3,7.6,3.34
1,8,165,6648,0.06,11.47,1.15,11.8,97.20,6.4,9.9,2.4,19.1,15.6,7.5,3.4
1,8,168,6672,0.12,12.68,1.42,13.32,95.20,6.6,10.6,2.9,18.9,15.1,7.2,3.46
1,8,168,6696,0.09,11.38,1.21,12.09,94.13,6.5,10.3,2.7,19.1,14.4,7,3.5
1,7.8,168,6720,0.11,11.21,1.19,12.04,93.11,6.5,9.9,2.3,18.1,13.7,7.1,3.44
1,7.4,168,6744,0.15,10.34,1.18,11.04,93.66,6.2,9,1.7,15.8,13.6,6.9,3.39
1,7.4,168,6768,0.15,9.93,1.15,10.62,93.50,6.2,9.2,2,16,13.7,7.3,3.36
1,7.1,168,6792,0.13,11.65,1.36,12.7,91.73,6.4,9.2,1.8,15.6,13.4,7,3.36
1,7.1,168,6816,0.11,10.81,1.21,11.47,94.25,6.5,9.6,2.3,16.9,13.2,7.4,3.33
1,7.1,168,6840,0.1,10.93,1.25,11.49,95.13,6.8,9.8,3.1,18.1,13.1,7.2,3.32
1,7.1,168,6864,0.09,11.73,1.34,12.4,94.60,6.5,9.4,2.4,16.2,13.3,6.3,3.34
1,7.1,168,6888,0.1,9.12,0.85,9.57,95.30,6.6,9.6,2.5,16,12.8,6.6,3.34
1,7.1,168,6912,0.1,10.67,1.1,11.25,94.84,6.7,9.9,2.7,15.9,12.6,6.1,3.37
1,7.1,168,6936,0.12,10.78,1.23,11.56,93.25,6.6,9.9,2.7,17,12.7,6.4,3.34
1,7.1,168,6960,0.09,10.72,1.04,11.05,97.01,6.6,10.1,3.2,16.3,13,6.1,3.38
1,7.2,168,6984,0.14,11.89,1.33,12.72,93.47,6.8,9.9,3,17.3,13.9,6.8,3.33
1,7.2,168,7008,0.19,12.48,1.37,13.45,92.79,6.8,9.8,2.7,16,13.1,6.1,3.35
1,7.1,168,7032,0.19,11.94,1.35,12.58,94.91,6.7,10.2,3,17.8,13.4,6.5,3.35
1,7.1,168,7056,0.15,11.92,1.32,12.74,93.56,6.5,9.7,2.7,16.7,14.3,6.8,3.38
1,7.1,168,7080,0.14,11.93,1.29,12.72,93.79,6.4,9.9,2.7,16.2,14.7,6.5,3.32
1,7.1,168,7104,0.14,11.65,1.31,12.54,92.90,6.6,9.5,2,16.5,14.2,6.5,3.36
1,7.2,168,7128,0.11,10.7,1.1,11.52,92.88,6,9.5,2,16,14,6,3.4
1,7.2,168,7152,0.13,10.87,1.17,11.67,93.14,6.5,9.5,2.8,16.5,14.5,6.8,3.4
1,7.2,168,7176,0.12,11.53,1.35,2.34,492.74,6.4,9.3,2.3,15.9,14.1,6.1,3.36
1,7.2,168,7200,0.12,11.51,1.21,12.42,92.67,6.5,9.2,2,16.1,13.8,6.3,3.39
1,7.2,168,7224,0.11,10.8,1.17,11.41,94.65,7,9.3,1.8,16.1,15.1,6.5,3.39
1,7.2,168,7248,0.09,11.3,1.22,11.84,95.44,6.5,9.1,1.7,15.4,13.8,6,3.38
1,7.2,168,7272,0.12,10.6,1.23,11.45,92.58,6.4,9.4,2.1,15.6,13.6,5.8,3.41
1,7.2,168,7296,0.12,10.41,1.13,11.22,92.78,6.4,9.2,2.7,15.8,14,5.8,3.42
1,7.2,168,7320,0.11,10.82,1.17,11.63,93.04,6.6,9,2.9,16,13.2,6.2,3.42
1,7.2,168,7344,0.09,12.51,1.42,13.56,92.26,6.5,8.9,2.8,15.4,13.4,6,3.42
1,7.2,168,7368,0.12,11.55,1.21,12.48,92.55,6.2,8.8,2.2,15.2,13.6,5.9,3.44
1,7.2,168,7392,0.14,11.79,1.29,12.69,92.91,6.6,9,2.6,15.4,13.2,6,3.44
1,7.2,168,7416,0.1,13.32,1.55,14.38,92.63,6.1,9,2.8,15.1,13.7,5.8,3.45
1,7.2,168,7440,0.11,11.99,1.35,12.93,92.73,6.2,8.9,2.5,16,13.2,6.1,3.4
1,7.2,168,7464,0.11,11.22,1.22,12.04,93.19,6.3,9.1,2.3,15.2,13.4,6.1,3.46
1,7.2,168,7488,0.12,10.55,1.11,11.24,93.86,6.3,8.3,2.5,15.2,14,6,3.45
1,7.2,168,7512,0.12,9.74,1,10.32,94.38,6.3,8.7,2.4,14.9,13.3,6.1,3.45
1,7.2,168,7536,0.1,11.12,1.21,12,92.67,6.3,9,2.9,14.5,13.5,5.8,3.46
1,7.2,168,7560,0.11,11.13,1.22,12.08,92.14,6.5,9.2,2.9,14.6,13.5,5.7,3.46
1,7.2,168,7584,0.09,10.17,1.08,11.5,88.43,6,9.3,3.7,16.6,14.5,7.6,3.58
1,7.7,170,7608,0.07,11.31,1.13,12.17,92.93,5.9,9.2,2.5,15.1,15,7.9,3.67
1,7.7,170,7632,0.05,12.98,1.38,15.92,81.53,5.8,9,3,16.1,15.1,7.7,3.7
1,7.7,170,7656,0.04,12.67,1.36,13.79,91.88,5.5,8.2,2.9,15.7,15.5,7.5,3.71
1,7.2,170,7680,0.09,10.76,1.07,12.29,87.55,6.4,8.6,3.1,13.5,13.2,6,3.57
1,7.2,170,7704,0.08,11.31,1.22,12.17,92.93,6.5,8.9,2.7,13.5,13.1,6,3.58
1,7.2,170,7728,0.11,9.76,0.98,10.44,93.49,6.3,9,2.7,13.5,13.1,5,3.59
1,7.2,170,7752,0.12,10.57,1.11,11.44,92.40,6,8.6,2.7,13.2,12.8,5.4,3.58
1,7.2,170,7776,0.12,11.14,1.09,11.75,94.81,6.2,8,2.3,13.2,13.2,5.5,3.56
1,7.2,170,7800,0.11,13.22,1.43,14.14,93.49,6.7,9,3,13,13.3,5.8,3.58
1,7.2,170,7824,0.13,11.87,1.21,12.73,93.24,6.5,8.9,2.9,12.5,13.1,5.4,3.6
1,7.2,170,7848,0.14,11.48,1.1,12.26,93.64,6.4,8.6,3,12.2,13.4,5.2,3.6
1,7.2,170,7872,0.14,11.21,1.09,11.92,94.04,6.3,9.1,3.1,12.8,12.8,5.8,3.43
1,7.2,170,7896,0.11,12.13,1.24,12.91,93.96,6.2,8.7,2.3,13.7,13.2,6.1,3.69
1,7.6,170,7920,0.1,11.23,1.15,11.75,95.57,5.8,8.6,3.4,14.7,13.2,6.9,3.71
1,7.3,170,7944,0.11,11.42,1.15,12.19,93.68,6,8.5,3.2,13.6,12.1,7.1,3.72
1,6.9,170,7968,0.1,11.24,1.11,11.9,94.45,5.7,8,1.5,11.5,11.1,6,3.65
1,6.9,170,7992,0.11,10.72,1.11,11.26,95.20,6,8.1,1.8,12,11.4,6,3.64
1,6.9,170,8016,0.12,11.05,1.22,12.3,89.84,5.9,7.8,2.1,11.9,11.1,6.7,3.66
1,6.9,170,8040,0.1,11.7,1.22,12.45,93.98,5.7,7.7,1,11.7,11.2,6.1,3.64
1,6.9,170,8064,0.09,11.67,1.23,12.32,94.72,5.6,7.5,1,11.6,11.4,6,3.65
1,6.9,170,8088,0.06,10.44,0.97,10.63,98.21,5.6,7.5,0.8,11.6,11.7,6.3,3.68
1,6.9,170,8112,0.06,11.71,1.23,12.35,94.82,5.4,7.4,1.1,11.2,11.2,6.7,3.67
1,6.9,170,8136,0.08,10.83,1.12,11.34,95.50,5.4,7.1,0.9,11.4,11.7,2.2,3.72
1,6.9,170,8160,0.08,11.76,1.2,12.54,93.78,5.4,6.8,0.2,11.2,12,6.9,3.75
1,6.9,170,8184,0.08,12.35,1.31,12.89,95.81,5.6,7.5,1,11.5,11.8,7.5,3.71
1,6.9,170,8208,0.07,11.37,1.13,11.99,94.83,5.2,6.9,0.3,11.2,11.5,6.8,3.72
1,6.9,170,8232,0.09,9.95,0.94,10.57,94.13,5.4,7,0.2,11,11.3,7.3,3.7
1,6.9,170,8256,0.12,11.55,1.28,12.13,95.22,5.2,6.6,0.4,10.7,11.4,6.8,3.72
1,6.9,170,8280,0.1,12.04,1.29,12.71,94.73,5,6.8,0.7,10.6,11.6,6.8,3.73
1,6.9,170,8304,0.09,11.13,1.14,11.56,96.28,5,7,1,11.4,11.7,8.4,3.73
1,6.9,170,8328,0.06,12.38,1.31,13,95.23,5.2,7,1.4,12.1,11.8,7.7,3.76
1,6.9,170,8352,0.05,11.47,1.15,12.32,93.10,4.1,5.8,0.2,9.5,11.4,7.7,3.79
1,6.9,170,8376,0.06,10.43,1.03,10.87,95.95,4.2,5.7,0.2,3.1,11.6,7.7,3.82
1,6.9,170,8400,0.05,11.32,1.15,11.95,94.73,4.5,6.2,0.5,9.8,11.3,7.3,3.82
1,6.9,170,8424,0.04,11.3,1.15,11.92,94.80,4.8,6.4,0.2,9.9,11.5,7.3,3.87
1,7.5,168,8448,0.01,0.09,0.09,2.39,3.77,4.9,7.3,-1.7,13.7,12.8,8.2,3
1,7.8,168,8472,0.03,3.44,0.26,3.42,100.58,4.7,7.7,-2,13.6,13.6,9,3.12
1,7.8,168,8496,0.06,0.24,0.64,4.92,4.88,4.7,7.6,-2.8,13.9,14.5,7.5,3.26
1,7.7,168,8520,0.07,4.89,0.45,5.08,96.26,4.3,7.3,-2.7,13.1,14.3,8,3.29
1,7.5,168,8544,0.07,6.88,0.66,7.53,91.37,4.4,6.9,-3.2,12.8,13.6,7.4,3.3
1,7.5,168,8568,0.15,8.96,0.79,12.55,71.39,4.5,7.1,-3,12.3,13.5,7.4,3.33
1,7.5,168,8592,0.17,9.55,0.85,10.22,93.44,4.2,6.9,-3.5,11.6,13.5,7.5,3.35
1,7.5,168,8616,0.18,8.57,0.84,9.25,92.65,4.2,7.3,-3.9,11.9,13,7.6,3.35
1,7.5,168,8640,0.1,15.61,1.99,17.35,89.97,4.4,7.1,-3.8,11.2,12.8,7.3,3.37
1,7.5,168,8664,0.09,14.72,1.83,16.24,90.64,4.4,7.6,-3.6,11.2,13.2,7.7,3.4
1,7.5,168,8688,0.08,15.92,2.04,17.66,90.15,4.4,7.4,-3.5,10.7,12.9,7.3,3.37
1,7.5,168,8712,0.1,15.28,1.97,16.93,90.25,4.3,7.4,-4,11.2,13.1,7.9,3.43
1,7.5,168,8736,0.09,16.34,2.17,18.26,89.49,4.2,7.1,-3.9,11.2,13.2,7.8,3.44
1,7.5,168,8760,0.09,15.12,1.85,16.72,90.43,4.6,6.9,-3.7,10.7,12.5,7.5,3.46
1,7.5,168,8784,0.11,14.15,1.73,15.58,90.82,4.3,7,-3.8,10.5,12.5,7.8,3.5
1,7.5,168,8808,0.1,15.27,1.87,16.95,90.09,4.4,6.9,-4.1,10.4,12,7.4,3.49
1,7.5,168,8832,0.07,14.38,1.78,15.97,90.04,4.2,6.9,-3.4,10,12.3,7.5,3.48
1,7.5,168,8856,0.07,14.65,1.8,16.06,91.22,4.3,6.9,-3.5,11.8,13.2,6,3.44
1,7.5,168,8880,0.05,14.99,1.95,16.83,89.07,3.4,6.5,-2.9,11.8,12.7,7.4,3.51
1,7.2,168,8904,0.14,12.98,1.74,14.48,89.64,1,2.8,-6.9,9.1,10.2,6.4,3.62
1,7,168,8928,0.13,12.18,1.46,13.41,90.83,0.8,2.9,-6.5,8.3,10.1,6.5,3.59
1,7,168,8952,0.1,13.11,1.56,14.53,90.23,1.2,3,-6.9,7.2,9.3,7,3.62
1,7,168,8976,0.08,12.98,1.52,14.35,90.45,1.2,2.6,-7.7,6.4,8.6,6.8,3.64
1,6,165,9000,0.1,13.38,1.67,14.63,91.46,1.3,3.4,-5.8,5.4,8.1,6.2,3.58
1,5.8,165,9024,0.1,11.14,1.38,12.04,92.52,1.2,3.4,-5.2,5,7.8,6,3.77
1,5.5,165,9048,0.07,12.62,1.58,13.69,92.18,1.1,3.2,-5,4.6,6.4,5.7,3.79
1,5.5,165,9072,0.08,11.32,1.46,12.37,91.51,0.8,3.4,-5.2,4.6,6,5.6,3.8
1,5.4,165,9096,0.08,11.86,1.47,12.84,92.37,1.2,3.5,-5.5,4.4,6.8,5.9,3.78
1,5.4,165,9120,0.08,11.87,1.48,12.82,92.59,1.1,3.1,-5.1,4.4,6.4,5.5,3.82
1,5.4,165,9144,0.08,11.33,1.38,12.27,92.34,1,3.3,-6,4,6.6,5.2,3.81
1,5.4,165,9168,0.08,10.31,1.21,11.05,93.30,1.2,3.1,-5.7,4.1,5.6,4.4,3.82
1,5.4,165,9192,0.08,10.62,1.35,11.48,92.51,1,3.3,-5.8,3.9,6.2,5.3,3.84
1,5.4,165,9216,0.07,12.19,1.57,13.3,91.65,0.9,3,-5.8,3.6,6,5,3.84
1,5.4,165,9240,0.07,11.86,1.53,12.91,91.87,1.2,3.1,-5.8,3.7,5.6,4,3.86
1,5.4,165,9264,0.07,11.24,1.39,12.21,92.06,1,2.9,-5.8,3.5,5.3,4.2,3.87
1,5.4,165,9288,0.14,11.81,1.5,12.9,91.55,0.9,2.8,-6,3.8,4.9,4.1,3.87
1,5.4,165,9312,0.07,11.1,1.39,12.03,92.27,1.2,2.9,-5.7,3.6,5.1,3.6,3.9
1,5.4,165,9336,0.07,11.88,1.48,12.92,91.95,1.1,3.2,-5.4,4.7,5.9,4.4,3.91
1,5.4,165,9360,0.07,10.88,1.34,11.84,91.89,1.3,3,-5.4,3.4,5.2,3.8,3.9
1,5.4,165,9384,0.07,11.97,1.52,12.93,92.58,1.1,2.8,-6.1,3.1,5.1,4.1,3.89
1,5.4,165,9408,0.09,11.59,1.46,12.62,91.84,1.1,1.6,-6.4,3,5.1,3.7,3.77
1,5.4,165,9432,0.07,12.84,2.1,14.03,91.52,1.2,1.8,-6.4,2.8,4.3,3.1,3.73
